社名,問い合わせからの経過日数,接触回数,最終接触からの経過日数,資料請求,デモ版利用,セミナー参加,顧客の業種,顧客の従業員規模,商談フェーズ,提案金額,競合,導入予定時期,決裁者の関与度,企業規模（売上高）,契約成立
企業_4709_JWB2NBYI,153,3,4,1,1,0,金融,101-500名,クロージング,4990000,1,半年以内,普通,1億円～10億円,0
企業_4710_OG6YL58A,164,4,27,0,1,0,小売,1-10名,交渉,1860000,1,1年以内,低い,1億円未満,0
企業_4711_PQJFC7P7,136,4,89,0,1,0,製造業,51-100名,初期ヒアリング,760000,0,3ヶ月以内,低い,1億円～10億円,0
企業_4712_RGSL20QH,58,9,9,1,0,0,サービス,51-100名,提案,1600000,0,1年以内,高い,1億円～10億円,1
企業_4713_53X2EKRO,101,7,87,0,0,0,サービス,51-100名,交渉,4780000,1,未定,普通,1億円～10億円,1
企業_4714_MX3WW2Y2,112,5,80,1,1,1,その他,1-10名,見積もり,2870000,1,1年以内,高い,1億円未満,0
企業_4715_01KTQN4V,173,9,51,0,0,1,その他,101-500名,交渉,3370000,1,3ヶ月以内,普通,100億円以上,1
企業_4716_NI6JFN51,62,6,79,1,1,1,小売,51-100名,見積もり,2210000,0,未定,低い,1億円未満,1
企業_4717_5CKT16AG,39,5,16,0,1,1,IT,11-50名,見積もり,3430000,0,3ヶ月以内,低い,100億円以上,0
企業_4718_WPYYLM2T,58,4,64,1,1,0,小売,1-10名,見積もり,3590000,0,1年以内,高い,1億円未満,0
企業_4719_7NO3HJFL,99,4,20,0,1,0,金融,101-500名,見積もり,1250000,0,未定,普通,1億円未満,1
企業_4720_HYKRA3M6,44,2,53,1,0,0,その他,101-500名,クロージング,1450000,1,半年以内,普通,1億円～10億円,1
企業_4721_R1C3ZTCK,29,6,48,0,1,1,製造業,1-10名,提案,1560000,1,3ヶ月以内,普通,1億円未満,1
企業_4722_XH0A7C8Q,59,9,21,1,0,0,IT,51-100名,初期ヒアリング,3740000,1,1年以内,普通,10億円～100億円,1
企業_4723_TTEEFROE,71,4,68,1,0,0,その他,51-100名,見積もり,1750000,1,半年以内,低い,10億円～100億円,1
企業_4724_VIBB80VA,92,6,63,0,1,1,小売,1-10名,見積もり,2370000,0,1年以内,高い,100億円以上,1
企業_4725_9PXNEKR5,9,1,35,1,0,1,金融,11-50名,クロージング,1430000,1,半年以内,高い,10億円～100億円,1
企業_4726_1D9JFW8W,127,8,20,1,0,0,金融,11-50名,クロージング,1890000,0,半年以内,低い,1億円未満,1
企業_4727_U3JN6KBS,134,7,55,0,0,0,IT,11-50名,見積もり,2990000,0,3ヶ月以内,低い,1億円～10億円,0
企業_4728_R3CK7QGL,157,4,72,0,1,0,金融,501名以上,見積もり,3390000,0,3ヶ月以内,普通,10億円～100億円,0
企業_4729_ZIOZY9GC,145,1,47,0,1,1,金融,1-10名,見積もり,3600000,1,3ヶ月以内,高い,1億円未満,1
企業_4730_P3HYW7V3,144,5,75,1,1,1,金融,11-50名,提案,4040000,1,1年以内,低い,1億円～10億円,0
企業_4731_2OF6AIKR,131,7,17,1,0,1,金融,501名以上,クロージング,520000,1,半年以内,高い,1億円未満,0
企業_4732_AX1O2FY7,21,6,14,0,0,1,小売,11-50名,初期ヒアリング,3000000,1,1年以内,普通,1億円～10億円,0
企業_4733_2J2JVHCP,64,7,43,1,1,1,その他,11-50名,初期ヒアリング,1480000,1,3ヶ月以内,高い,1億円～10億円,1
企業_4734_7EZ66R8I,90,3,44,0,0,1,その他,101-500名,クロージング,4330000,0,1年以内,普通,10億円～100億円,1
企業_4735_0IRY4B15,36,2,35,1,1,0,IT,1-10名,初期ヒアリング,2620000,1,3ヶ月以内,低い,1億円未満,0
企業_4736_TKZBSKMB,62,6,39,0,1,0,製造業,1-10名,クロージング,4250000,1,1年以内,高い,1億円未満,1
企業_4737_OTY8TNFV,170,1,50,1,1,0,製造業,501名以上,初期ヒアリング,4420000,1,3ヶ月以内,高い,100億円以上,1
企業_4738_AMBMWMVW,76,4,29,0,0,1,金融,11-50名,クロージング,3550000,1,3ヶ月以内,高い,1億円未満,0
企業_4739_SP4V7NM7,170,6,25,0,0,1,その他,51-100名,クロージング,4790000,0,半年以内,低い,10億円～100億円,0
企業_4740_HKUWNP5H,13,0,84,0,1,0,小売,51-100名,交渉,1940000,0,1年以内,高い,10億円～100億円,0
企業_4741_GIT0XXB6,11,3,30,1,1,0,金融,501名以上,見積もり,740000,0,未定,普通,10億円～100億円,1
企業_4742_QPWARIKI,54,1,55,1,1,1,金融,101-500名,見積もり,3130000,1,半年以内,低い,10億円～100億円,1
企業_4743_USH90ZHI,16,5,60,1,0,1,その他,11-50名,クロージング,4860000,0,3ヶ月以内,普通,100億円以上,1
企業_4744_DMY1KM0K,8,0,16,0,1,1,小売,101-500名,提案,1890000,1,1年以内,高い,100億円以上,1
企業_4745_IC78R697,104,6,80,1,1,0,サービス,11-50名,見積もり,3040000,0,半年以内,低い,100億円以上,1
企業_4746_2E4XTS56,59,2,23,1,0,1,その他,11-50名,見積もり,2230000,1,未定,高い,100億円以上,0
企業_4747_BY61K5TG,57,0,3,0,0,1,IT,501名以上,見積もり,4470000,1,1年以内,高い,1億円～10億円,0
企業_4748_YD7GCID8,40,7,8,0,0,1,製造業,11-50名,交渉,4890000,0,半年以内,高い,10億円～100億円,1
企業_4749_CA8QG7U1,130,6,1,0,1,1,小売,11-50名,交渉,1620000,0,3ヶ月以内,低い,1億円～10億円,0
企業_4750_9TKRYZ67,94,1,34,0,0,0,製造業,51-100名,提案,3690000,0,3ヶ月以内,高い,100億円以上,1
企業_4751_VOMJ5R9F,138,6,37,1,1,0,小売,1-10名,提案,4380000,1,半年以内,普通,100億円以上,1
企業_4752_ZBFHLC5U,44,2,44,0,1,1,その他,11-50名,クロージング,4220000,1,3ヶ月以内,普通,1億円未満,0
企業_4753_40YI4QSO,139,8,14,1,1,1,小売,1-10名,見積もり,3660000,1,3ヶ月以内,普通,1億円未満,1
企業_4754_ZWNDPD9H,80,7,41,0,0,1,サービス,101-500名,提案,2970000,1,未定,高い,100億円以上,0
企業_4755_GHUEQ5U6,81,4,2,1,1,1,金融,11-50名,初期ヒアリング,1320000,1,1年以内,低い,1億円未満,1
企業_4756_2JIXP3W8,2,6,30,0,0,1,IT,51-100名,交渉,1030000,0,3ヶ月以内,普通,1億円～10億円,1
企業_4757_6AQPKYKS,178,2,51,0,0,1,サービス,101-500名,クロージング,3890000,1,半年以内,低い,1億円未満,1
企業_4758_TNECWLHM,140,0,40,0,0,1,製造業,51-100名,交渉,3880000,1,3ヶ月以内,普通,1億円～10億円,0
企業_4759_APZWZKT8,115,0,56,0,1,1,IT,51-100名,初期ヒアリング,910000,0,1年以内,普通,10億円～100億円,0
企業_4760_V3NRO003,90,1,41,0,0,0,金融,501名以上,見積もり,1170000,0,1年以内,低い,10億円～100億円,0
企業_4761_MMEI67Z0,23,7,52,1,1,0,その他,51-100名,交渉,2490000,1,未定,低い,100億円以上,0
企業_4762_IWO651QA,146,0,55,1,1,1,サービス,1-10名,交渉,760000,1,未定,低い,10億円～100億円,0
企業_4763_DYMS29HQ,62,4,86,1,0,0,小売,1-10名,初期ヒアリング,2770000,1,未定,低い,1億円未満,0
企業_4764_TING52ZZ,113,8,75,1,1,0,製造業,51-100名,提案,4510000,1,1年以内,普通,100億円以上,0
企業_4765_FP7M2UH1,128,8,71,1,0,0,サービス,1-10名,交渉,2520000,1,1年以内,高い,10億円～100億円,0
企業_4766_E77BAZ9C,62,1,52,0,0,0,サービス,101-500名,初期ヒアリング,2850000,0,3ヶ月以内,低い,100億円以上,0
企業_4767_33T5BIWD,38,6,84,0,0,1,IT,1-10名,交渉,3150000,1,半年以内,低い,10億円～100億円,1
企業_4768_M32CPOYM,166,0,84,1,0,1,製造業,11-50名,提案,1450000,0,未定,高い,1億円～10億円,0
企業_4769_UCIDBI4Q,61,2,31,1,1,1,製造業,101-500名,見積もり,1680000,0,半年以内,高い,1億円～10億円,0
企業_4770_OW8HPG4G,129,5,80,1,0,1,製造業,1-10名,クロージング,1610000,1,3ヶ月以内,普通,1億円未満,1
企業_4771_T7OCKVAF,173,8,53,1,1,0,IT,501名以上,交渉,3910000,0,半年以内,普通,1億円未満,0
企業_4772_TS74JRLU,156,9,36,1,1,0,製造業,101-500名,初期ヒアリング,4060000,1,未定,普通,1億円～10億円,1
企業_4773_UJ8I2C1M,149,1,87,0,0,0,IT,501名以上,交渉,4650000,1,未定,低い,1億円～10億円,1
企業_4774_JAPV6R34,122,6,7,1,1,0,小売,501名以上,初期ヒアリング,510000,0,1年以内,普通,10億円～100億円,1
企業_4775_55NXL11V,110,3,81,0,0,1,IT,11-50名,見積もり,3430000,0,3ヶ月以内,低い,1億円～10億円,0
企業_4776_E6UAA3NK,13,1,10,1,0,1,金融,11-50名,交渉,4720000,0,未定,普通,1億円～10億円,0
企業_4777_KK74MNY1,155,2,53,0,0,1,その他,1-10名,提案,4780000,1,1年以内,低い,1億円～10億円,0
企業_4778_W6ERT1I0,100,5,59,1,1,0,製造業,1-10名,交渉,3440000,0,1年以内,高い,100億円以上,0
企業_4779_GAR50NFQ,135,9,9,1,0,1,金融,51-100名,交渉,350000,0,3ヶ月以内,普通,1億円未満,1
企業_4780_T92GN00T,22,8,89,0,1,1,金融,11-50名,初期ヒアリング,1750000,0,1年以内,高い,100億円以上,0
企業_4781_MCEQE5SW,74,7,69,0,0,1,小売,1-10名,提案,3750000,0,半年以内,普通,100億円以上,1
企業_4782_CFXDCVUF,132,9,80,0,1,0,サービス,101-500名,提案,3030000,0,半年以内,普通,10億円～100億円,1
企業_4783_87XRPLH2,23,8,86,1,0,1,小売,1-10名,見積もり,4480000,0,3ヶ月以内,普通,1億円～10億円,1
企業_4784_X4LT3L46,119,3,41,1,1,1,その他,1-10名,初期ヒアリング,1060000,0,3ヶ月以内,普通,1億円～10億円,0
企業_4785_20R8AWOJ,70,3,36,1,0,1,IT,101-500名,見積もり,4030000,0,3ヶ月以内,普通,1億円～10億円,0
企業_4786_3FK6EZ11,84,8,79,1,1,1,その他,101-500名,クロージング,4760000,1,3ヶ月以内,高い,10億円～100億円,1
企業_4787_69L4UF1A,101,7,75,0,0,0,IT,101-500名,見積もり,2760000,1,半年以内,低い,1億円未満,1
企業_4788_709AJV3T,84,1,57,0,1,1,製造業,501名以上,初期ヒアリング,3960000,0,3ヶ月以内,低い,100億円以上,1
企業_4789_FBAX074M,161,7,84,0,0,0,金融,101-500名,初期ヒアリング,1320000,1,1年以内,普通,1億円～10億円,1
企業_4790_IOU60KIF,28,0,58,0,1,1,小売,11-50名,見積もり,320000,1,半年以内,普通,1億円未満,0
企業_4791_32BCQUNM,136,8,23,0,0,1,サービス,501名以上,提案,3270000,1,半年以内,高い,1億円未満,0
企業_4792_1QKSOVES,1,8,27,0,0,1,小売,1-10名,初期ヒアリング,2070000,0,3ヶ月以内,普通,1億円未満,1
企業_4793_IG5P4OC9,165,7,36,0,0,1,製造業,51-100名,初期ヒアリング,500000,1,1年以内,高い,10億円～100億円,0
企業_4794_G2W637B0,63,4,20,1,1,1,小売,101-500名,交渉,1300000,1,未定,普通,1億円～10億円,1
企業_4795_9J312A0W,22,4,32,1,1,0,サービス,101-500名,提案,4340000,0,半年以内,低い,1億円～10億円,0
企業_4796_NC6CEDHA,70,2,1,0,0,1,サービス,51-100名,初期ヒアリング,3580000,0,半年以内,普通,100億円以上,0
企業_4797_FS40NNSZ,125,4,82,0,1,1,金融,11-50名,交渉,130000,1,1年以内,高い,1億円未満,0
企業_4798_YI5EQTH7,149,3,27,1,0,1,金融,51-100名,交渉,2640000,1,半年以内,低い,1億円～10億円,1
企業_4799_SG2E69DP,96,0,14,0,0,0,製造業,501名以上,初期ヒアリング,1400000,1,1年以内,低い,1億円未満,0
企業_4800_VSQBJZP3,163,8,0,1,0,0,金融,51-100名,見積もり,4770000,0,3ヶ月以内,普通,100億円以上,1
企業_4801_RIZ56O9R,79,9,27,1,1,1,その他,501名以上,交渉,3160000,0,半年以内,普通,100億円以上,1
企業_4802_4FNNLC2Z,5,3,49,0,0,0,その他,1-10名,初期ヒアリング,1920000,1,半年以内,低い,100億円以上,1
企業_4803_F0553MA2,60,2,34,1,1,1,IT,101-500名,見積もり,1160000,1,1年以内,普通,10億円～100億円,1
企業_4804_TDWD5M92,120,5,27,1,1,0,金融,101-500名,クロージング,4560000,0,未定,低い,1億円～10億円,0
企業_4805_NL6WLZ6H,46,0,8,1,0,1,IT,501名以上,交渉,1860000,0,半年以内,低い,1億円未満,0
企業_4806_UJTZTZR4,178,4,23,0,1,0,小売,11-50名,クロージング,810000,0,未定,普通,1億円未満,1
企業_4807_YOCS1I32,176,6,62,0,1,0,IT,11-50名,初期ヒアリング,790000,1,未定,高い,1億円未満,0
企業_4808_9RXGORZU,134,1,3,1,1,0,製造業,11-50名,見積もり,780000,1,3ヶ月以内,高い,100億円以上,1
企業_4809_T86SKGPN,56,9,55,0,0,0,サービス,501名以上,提案,2730000,0,半年以内,低い,1億円～10億円,1
企業_4810_1QFSK6A1,110,8,40,1,0,0,製造業,11-50名,提案,1320000,0,半年以内,高い,1億円未満,1
企業_4811_HFIWFPSD,157,5,66,1,1,0,製造業,11-50名,見積もり,4010000,1,3ヶ月以内,高い,1億円未満,1
企業_4812_HF2DUXYH,104,1,47,0,1,0,その他,11-50名,見積もり,2360000,1,半年以内,普通,1億円未満,1
企業_4813_K8WM3SBU,77,7,85,1,0,0,製造業,1-10名,初期ヒアリング,4120000,1,1年以内,普通,1億円未満,0
企業_4814_PKKKM8M0,146,7,57,1,0,1,その他,1-10名,提案,3770000,1,半年以内,普通,1億円未満,1
企業_4815_CP5S0M00,2,0,38,1,1,1,製造業,101-500名,提案,4670000,1,1年以内,高い,1億円未満,0
企業_4816_PE5SDDK6,8,0,24,1,0,1,金融,51-100名,クロージング,1920000,1,半年以内,普通,10億円～100億円,1
企業_4817_YGILL0S8,75,0,59,1,0,1,その他,501名以上,見積もり,2360000,0,半年以内,低い,100億円以上,1
企業_4818_NJEBDPL6,125,3,85,1,1,1,小売,1-10名,見積もり,4660000,0,未定,高い,1億円未満,1
企業_4819_8IUCSGLD,38,3,46,1,0,1,サービス,11-50名,交渉,810000,0,未定,高い,1億円未満,1
企業_4820_8MPH4TBR,176,7,60,0,1,0,IT,11-50名,クロージング,170000,1,3ヶ月以内,普通,10億円～100億円,1
企業_4821_2HPFF1YU,27,0,83,0,1,0,その他,51-100名,見積もり,4500000,1,未定,低い,1億円～10億円,1
企業_4822_LYT1N1ES,20,9,26,1,1,0,IT,11-50名,初期ヒアリング,810000,0,未定,高い,1億円未満,1
企業_4823_M6IJ8NHG,140,2,41,0,1,1,小売,51-100名,交渉,2210000,1,未定,低い,10億円～100億円,0
企業_4824_04UVQ8J4,43,0,51,1,0,0,製造業,51-100名,見積もり,2720000,0,3ヶ月以内,普通,10億円～100億円,0
企業_4825_LTWRNGBQ,31,8,47,1,0,0,その他,101-500名,見積もり,550000,0,1年以内,普通,100億円以上,1
企業_4826_JI0SWV2L,91,9,31,1,0,0,製造業,501名以上,提案,1590000,0,半年以内,普通,100億円以上,0
企業_4827_N8EHW0C0,61,8,23,1,0,0,サービス,501名以上,初期ヒアリング,900000,0,半年以内,高い,100億円以上,1
企業_4828_BZCYMO2K,109,6,2,0,1,1,IT,501名以上,見積もり,4370000,0,未定,普通,10億円～100億円,1
企業_4829_U6ZZXXDU,91,7,26,1,0,0,製造業,501名以上,交渉,2700000,1,未定,高い,1億円未満,1
企業_4830_N3VJ7ZX6,163,0,72,1,1,0,金融,51-100名,クロージング,4910000,0,未定,高い,1億円未満,0
企業_4831_O1YD3O5J,95,4,39,0,1,1,サービス,11-50名,初期ヒアリング,4180000,1,未定,低い,1億円～10億円,1
企業_4832_LYEGL0B5,143,1,22,0,1,1,金融,51-100名,見積もり,1840000,1,1年以内,普通,10億円～100億円,1
企業_4833_49U9J4F9,144,0,6,0,0,1,その他,101-500名,交渉,4360000,0,3ヶ月以内,普通,1億円～10億円,1
企業_4834_SOR55FFV,13,2,80,0,1,0,その他,51-100名,初期ヒアリング,1520000,1,未定,普通,100億円以上,1
企業_4835_0LK4G8PA,113,6,36,0,1,0,その他,11-50名,クロージング,2010000,0,未定,普通,1億円～10億円,1
企業_4836_OYMTYSZ7,35,0,6,0,0,0,金融,501名以上,初期ヒアリング,1680000,1,半年以内,高い,1億円～10億円,1
企業_4837_0N42FGTC,149,1,76,1,1,1,小売,1-10名,クロージング,2460000,1,3ヶ月以内,普通,100億円以上,0
企業_4838_J8LVATGW,158,1,81,1,0,0,小売,101-500名,クロージング,920000,1,3ヶ月以内,高い,1億円～10億円,0
企業_4839_6O9YM641,48,3,21,0,0,1,金融,1-10名,クロージング,3090000,0,未定,普通,1億円～10億円,1
企業_4840_COLBYRS5,35,2,77,0,1,1,小売,11-50名,交渉,4880000,1,1年以内,低い,1億円未満,1
企業_4841_ASH3W6ZX,86,2,81,1,1,1,金融,11-50名,交渉,1840000,0,半年以内,低い,1億円～10億円,1
企業_4842_KR8G9UFH,166,9,16,0,0,0,製造業,1-10名,見積もり,1490000,1,1年以内,高い,10億円～100億円,0
企業_4843_1H5I4DBI,159,4,18,0,0,1,小売,11-50名,交渉,730000,1,3ヶ月以内,高い,1億円～10億円,1
企業_4844_9GOK7HTH,152,2,38,0,1,1,金融,1-10名,クロージング,2880000,1,3ヶ月以内,低い,1億円～10億円,0
企業_4845_7YKOCU2E,114,6,35,1,1,0,その他,11-50名,提案,590000,0,半年以内,低い,10億円～100億円,1
企業_4846_M8QRX85R,177,4,14,0,1,1,サービス,11-50名,交渉,2240000,1,半年以内,低い,10億円～100億円,1
企業_4847_F0DPWCFG,100,3,62,1,1,1,サービス,101-500名,見積もり,1340000,1,3ヶ月以内,普通,1億円未満,0
企業_4848_YDRGR0GC,160,2,28,1,1,0,小売,51-100名,交渉,450000,0,1年以内,普通,100億円以上,1
企業_4849_G2K1R1ED,99,3,59,1,1,0,サービス,1-10名,初期ヒアリング,1480000,1,3ヶ月以内,低い,100億円以上,0
企業_4850_C8XQYVQ9,3,1,55,0,1,1,IT,501名以上,クロージング,950000,0,3ヶ月以内,普通,100億円以上,1
企業_4851_W0XZZU1A,85,0,39,0,1,1,IT,101-500名,提案,4400000,1,未定,高い,10億円～100億円,1
企業_4852_00VQV8ON,125,2,15,1,1,0,サービス,101-500名,提案,650000,1,半年以内,低い,100億円以上,1
企業_4853_BL7RZWNE,138,1,32,1,1,1,その他,51-100名,見積もり,2580000,0,1年以内,低い,100億円以上,1
企業_4854_KANZHGHJ,83,0,88,0,0,1,金融,11-50名,クロージング,2310000,1,未定,普通,100億円以上,1
企業_4855_QD34Q754,25,0,15,1,0,1,サービス,501名以上,交渉,3340000,0,半年以内,高い,10億円～100億円,1
企業_4856_9UM6S86L,68,1,29,0,0,1,その他,101-500名,見積もり,3020000,1,1年以内,普通,10億円～100億円,0
企業_4857_9HPUATDG,61,8,65,1,0,0,サービス,101-500名,クロージング,4770000,0,1年以内,高い,1億円～10億円,0
企業_4858_FHJ5NFOG,29,4,43,0,1,1,サービス,11-50名,交渉,2580000,0,半年以内,低い,10億円～100億円,1
企業_4859_6YH0808I,127,8,37,0,0,1,金融,101-500名,交渉,4030000,0,未定,高い,1億円～10億円,1
企業_4860_6RTRAH5D,19,7,50,1,1,0,金融,501名以上,クロージング,4490000,1,1年以内,低い,1億円未満,0
企業_4861_81CX8PP8,171,5,59,1,1,1,その他,51-100名,初期ヒアリング,2230000,1,1年以内,普通,10億円～100億円,1
企業_4862_WR9I5M6O,74,0,17,0,1,1,IT,501名以上,見積もり,3070000,0,3ヶ月以内,普通,100億円以上,0
企業_4863_2FS2IRXB,61,9,4,1,1,1,小売,101-500名,交渉,1670000,0,未定,低い,1億円～10億円,1
企業_4864_AV48KF2T,171,4,39,1,1,1,IT,1-10名,初期ヒアリング,1030000,1,半年以内,普通,1億円未満,0
企業_4865_23EBIE7V,153,0,5,1,0,0,金融,51-100名,提案,2870000,1,半年以内,高い,1億円～10億円,1
企業_4866_6XQ99T9X,20,6,75,0,0,0,金融,501名以上,提案,4950000,1,未定,高い,10億円～100億円,0
企業_4867_0OAD3JBO,48,9,11,1,0,1,その他,51-100名,交渉,4950000,1,未定,低い,10億円～100億円,1
企業_4868_QAJLHA6J,87,7,11,1,1,0,金融,51-100名,交渉,4480000,0,半年以内,普通,1億円～10億円,0
企業_4869_5XH0N7WR,152,7,72,1,0,0,金融,11-50名,初期ヒアリング,1750000,0,1年以内,低い,10億円～100億円,0
企業_4870_M2NMC40Q,139,6,21,1,0,0,金融,51-100名,クロージング,650000,1,半年以内,高い,100億円以上,1
企業_4871_9N7LA07B,110,1,48,0,1,1,その他,51-100名,見積もり,4640000,0,半年以内,低い,10億円～100億円,0
企業_4872_WF7CIFSB,28,4,49,1,1,1,その他,101-500名,提案,3790000,0,3ヶ月以内,普通,1億円未満,0
企業_4873_H63FGBKW,59,3,79,0,0,0,その他,501名以上,初期ヒアリング,3870000,0,半年以内,低い,1億円未満,0
企業_4874_RWDOTD88,133,4,3,0,1,0,金融,101-500名,初期ヒアリング,4290000,1,半年以内,普通,100億円以上,1
企業_4875_ZB9WD763,51,9,49,1,1,0,製造業,1-10名,クロージング,3430000,1,未定,低い,1億円未満,1
企業_4876_2ZP23S2Q,149,8,2,1,0,0,製造業,51-100名,提案,4040000,1,半年以内,普通,10億円～100億円,0
企業_4877_USWJW62Z,12,3,15,0,0,0,サービス,501名以上,提案,4000000,0,半年以内,普通,100億円以上,0
企業_4878_10I4LYCE,50,7,13,1,1,0,製造業,51-100名,初期ヒアリング,3610000,1,未定,高い,1億円未満,1
企業_4879_KUQJMNPW,132,7,63,1,1,0,IT,1-10名,クロージング,910000,1,未定,普通,1億円～10億円,1
企業_4880_RCKYDMSJ,113,1,40,0,0,1,サービス,51-100名,見積もり,430000,0,3ヶ月以内,普通,1億円～10億円,0
企業_4881_N7LZWR6P,170,5,67,1,0,1,小売,101-500名,交渉,720000,1,未定,普通,1億円～10億円,0
企業_4882_US2SWHMM,166,4,58,1,0,1,その他,1-10名,交渉,110000,0,3ヶ月以内,低い,1億円～10億円,1
